Column	Row	Name	ID	RefNumber	ControlType	GeneName	TopHit	Description	Go	ChromosomalLocation	EntrezGeneID
41	1	288950311_GQ501382.1_22-450	CUST_280_PI426232940	9184	false		gi|288950311_GQ501382.1_22-450	Unknown		unmapped	
42	1	222783048_EZ011717.1_15-134	CUST_608_PI426227498	9020	false		gi|222783048_EZ011717.1_15-134	Unknown		unmapped	
43	1	222783123_EZ011792.1_480-1225	CUST_172_PI426264540	8856	false		gi|222783123_EZ011792.1_480-1225	Unknown		unmapped	
44	1	222782598_EZ011269.1_360-1739	CUST_160_PI426227486	8692	false		gi|222782598_EZ011269.1_360-1739	Unknown		unmapped	
45	1	222796057_EZ024445.1_98-358	CUST_441_PI426227486	8528	false		gi|222796057_EZ024445.1_98-358	Unknown		unmapped	
46	1	NA	NA	8364	ignore	NA		Unknown		Unknown	
47	1	NA	NA	8200	ignore	NA		Unknown		Unknown	
48	1	MGID_264_128_162	CUST_295_PI426266615	8036	false		MGID_264_128_162	Unknown		unmapped	
49	1	222781442_EZ010113.1_124-636	CUST_60_PI426226825	7872	false		gi|222781442_EZ010113.1_124-636	Unknown		unmapped	
50	1	222784389_EZ013047.1_302-1279	CUST_763_PI426227498	7708	false		gi|222784389_EZ013047.1_302-1279	Unknown		unmapped	
51	1	222545015_EZ001205.1_1125-1418	CUST_39_PI426226825	7544	false		gi|222545015_EZ001205.1_1125-1418	Unknown		unmapped	
52	1	35210443_AB106684.1_32-901	CUST_7_PI426232940	7380	false		gi|35210443_AB106684.1_32-901	Unknown		unmapped	
53	1	AB118425.2	CUST_9_PI426226915	7216	false		dbj|AB118425.2|gi|60391679	Unknown		unmapped	
54	1	NA	NA	7052	ignore	NA		Unknown		Unknown	
55	1	222785274_EZ013908.1_61-1240	CUST_312_PI426227486	6888	false		gi|222785274_EZ013908.1_61-1240	Unknown		unmapped	
56	1	EU179715.1	CUST_258_PI426232937	6724	false		gb|EU179715.1|gi|162945815	Unknown		unmapped	
57	1	222785014_EZ013648.1_49-339	CUST_30_PI426266278	6560	false		gi|222785014_EZ013648.1_49-339	Unknown		unmapped	
58	1	222781484_EZ010155.1_143-853	CUST_492_PI426227498	6396	false		gi|222781484_EZ010155.1_143-853	Unknown		unmapped	
59	1	222789739_EZ018171.1_145-285	CUST_384_PI426227486	6232	false		gi|222789739_EZ018171.1_145-285	Unknown		unmapped	
60	1	MGID_293_110_145	CUST_301_PI426266615	6068	false		MGID_293_110_145	Unknown		unmapped	
61	1	222783542_EZ012205.1_103-459	CUST_94_PI426266349	5904	false		gi|222783542_EZ012205.1_103-459	Unknown		unmapped	
62	1	168989227_DQ482988.1_284-421	CUST_10_PI426232931	5740	false		gi|168989227_DQ482988.1_284-421	Unknown		unmapped	
63	1	222783456_EZ012119.1_102-389	CUST_17_PI426264530	5576	false		gi|222783456_EZ012119.1_102-389	Unknown		unmapped	
64	1	222788984_EZ017416.1_118-997	CUST_191_PI426264540	5412	false		gi|222788984_EZ017416.1_118-997	Unknown		unmapped	
65	1	222787912_EZ016384.1_59-553	CUST_142_PI426266349	5248	false		gi|222787912_EZ016384.1_59-553	Unknown		unmapped	
66	1	222779472_EZ008143.1_400-543	CUST_120_PI426226825	5084	false		gi|222779472_EZ008143.1_400-543	Unknown		unmapped	
67	1	NA	NA	4920	ignore	NA		Unknown		Unknown	
68	1	222784955_EZ013589.1_536-1471	CUST_50_PI426226825	4756	false		gi|222784955_EZ013589.1_536-1471	Unknown		unmapped	
69	1	222793958_EZ022346.1_42-503	CUST_19_PI426266360	4592	false		gi|222793958_EZ022346.1_42-503	Unknown		unmapped	
70	1	222548949_EZ004862.1_48-230	CUST_69_PI426266349	4428	false		gi|222548949_EZ004862.1_48-230	Unknown		unmapped	
71	1	222545703_EZ001893.1_282-488	CUST_98_PI426227498	4264	false		gi|222545703_EZ001893.1_282-488	Unknown		unmapped	
72	1	AY360081_1055_1089	CUST_149_PI426266615	4100	false		AY360081_1055_1089	Unknown		unmapped	
73	1	222784615_EZ013259.1_218-550	CUST_163_PI426226825	3936	false		gi|222784615_EZ013259.1_218-550	Unknown		unmapped	
74	1	NA	NA	3772	ignore	NA		Unknown		Unknown	
75	1	222801142_EZ029530.1_559-756	CUST_1381_PI426227498	3608	false		gi|222801142_EZ029530.1_559-756	Unknown		unmapped	
76	1	222801625_EZ030013.1_64-285	CUST_23_PI426247730	3444	false		gi|222801625_EZ030013.1_64-285	Unknown		unmapped	
77	1	222785152_EZ013786.1_1742-1855	CUST_856_PI426227498	3280	false		gi|222785152_EZ013786.1_1742-1855	Unknown		unmapped	
78	1	AY532062_423_457	CUST_159_PI426266615	3116	false		AY532062_423_457	Unknown		unmapped	
79	1	222783902_EZ012562.1_1148-1330	CUST_716_PI426227498	2952	false		gi|222783902_EZ012562.1_1148-1330	Unknown		unmapped	
80	1	168989246_DQ483007.1_736-840	CUST_36_PI426267032	2788	false		gi|168989246_DQ483007.1_736-840	Unknown		unmapped	
81	1	NA	NA	2624	ignore	NA		Unknown		Unknown	
82	1	AY149128.1	CUST_101_PI426232937	2460	false		gb|AY149128.1|gi|23986368	Unknown		unmapped	
83	1	62767032_AY916504.1_689-829	CUST_13_PI426232934	2296	false		gi|62767032_AY916504.1_689-829	Unknown		unmapped	
84	1	NA	NA	2132	ignore	NA		Unknown		Unknown	
85	1	222785609_EZ014121.1_86-853	CUST_33_PI426226825	1968	false		gi|222785609_EZ014121.1_86-853	Unknown		unmapped	
86	1	222781748_EZ010419.1_2118-2279	CUST_108_PI426226868	1804	false		gi|222781748_EZ010419.1_2118-2279	Unknown		unmapped	
87	1	222783413_EZ012078.1_94-459	CUST_91_PI426227893	1640	false		gi|222783413_EZ012078.1_94-459	Unknown		unmapped	
88	1	DT608217_233_270	CUST_229_PI426266615	1476	false		DT608217_233_270	Unknown		unmapped	
89	1	NA	NA	1312	ignore	NA		Unknown		Unknown	
90	1	222779661_EZ008332.1_920-1054	CUST_380_PI426227498	1148	false		gi|222779661_EZ008332.1_920-1054	Unknown		unmapped	
91	1	222782614_EZ011285.1_56-748	CUST_106_PI426226915	984	false		gi|222782614_EZ011285.1_56-748	Unknown		unmapped	
92	1	DQ309521_129_163	CUST_203_PI426266615	820	false		DQ309521_129_163	Unknown		unmapped	
93	1	222796367_EZ024755.1_70-367	CUST_1225_PI426227498	656	false		gi|222796367_EZ024755.1_70-367	Unknown		unmapped	
94	1	DarkCorner	DarkCorner	492	pos	DarkCorner		Unknown		Unknown	
95	1	DarkCorner	DarkCorner	328	pos	DarkCorner		Unknown		Unknown	
96	1	GE_BrightCorner	GE_BrightCorner	164	pos	GE_BrightCorner		Unknown		Unknown	
1	2	GE_BrightCorner	GE_BrightCorner	15662	pos	GE_BrightCorner		Unknown		Unknown	
2	2	DarkCorner	DarkCorner	15498	pos	DarkCorner		Unknown		Unknown	
3	2	DarkCorner	DarkCorner	15334	pos	DarkCorner		Unknown		Unknown	
4	2	AY160086.1	CUST_210_PI426232937	15170	false		gb|AY160086.1|gi|37719559	Unknown		unmapped	
5	2	220172162_FJ529539.1_302-931	CUST_150_PI426232940	15006	false		gi|220172162_FJ529539.1_302-931	Unknown		unmapped	
6	2	222545588_EZ001778.1_219-500	CUST_83_PI426227498	14842	false		gi|222545588_EZ001778.1_219-500	Unknown		unmapped	
7	2	222785194_EZ013828.1_56-1212	CUST_303_PI426227486	14678	false		gi|222785194_EZ013828.1_56-1212	Unknown		unmapped	
8	2	288956837_GQ502110.1_1-414	CUST_327_PI426232940	14514	false		gi|288956837_GQ502110.1_1-414	Unknown		unmapped	
9	2	222783284_EZ011951.1_3358-3636	CUST_90_PI426227893	14350	false		gi|222783284_EZ011951.1_3358-3636	Unknown		unmapped	
10	2	222781256_EZ009927.1_22-1405	CUST_415_PI426227498	14186	false		gi|222781256_EZ009927.1_22-1405	Unknown		unmapped	
11	2	NA	NA	14022	ignore	NA		Unknown		Unknown	
12	2	NA	NA	13858	ignore	NA		Unknown		Unknown	
13	2	222799676_EZ028064.1_356-898	CUST_148_PI426266317	13694	false		gi|222799676_EZ028064.1_356-898	Unknown		unmapped	
14	2	CX_sal(19c4)_13_47	CUST_182_PI426266615	13530	false		CX_sal(19c4)_13_47	Unknown		unmapped	
15	2	168989246_DQ483007.1_370-717	CUST_26_PI426267032	13366	false		gi|168989246_DQ483007.1_370-717	Unknown		unmapped	
16	2	FN646414.1	CUST_269_PI426232937	13202	false		emb|FN646414.1|gi|306430542	Unknown		unmapped	
17	2	222785250_EZ013884.1_159-338	CUST_309_PI426227486	13038	false		gi|222785250_EZ013884.1_159-338	Unknown		unmapped	
18	2	222795156_EZ023544.1_152-325	CUST_231_PI426246026	12874	false		gi|222795156_EZ023544.1_152-325	Unknown		unmapped	
19	2	NA	NA	12710	ignore	NA		Unknown		Unknown	
20	2	NA	NA	12546	ignore	NA		Unknown		Unknown	
21	2	119654707_EF036595.2_367-1338	CUST_132_PI426232940	12382	false		gi|119654707_EF036595.2_367-1338	Unknown		unmapped	
22	2	222785316_EZ013950.1_215-577	CUST_898_PI426227498	12218	false		gi|222785316_EZ013950.1_215-577	Unknown		unmapped	
23	2	222791528_EZ019916.1_14-814	CUST_17_PI426247733	12054	false		gi|222791528_EZ019916.1_14-814	Unknown		unmapped	
24	2	222784299_EZ012957.1_82-228	CUST_21_PI426266278	11890	false		gi|222784299_EZ012957.1_82-228	Unknown		unmapped	
25	2	222787573_EZ016045.1_67-1454	CUST_1037_PI426227498	11726	false		gi|222787573_EZ016045.1_67-1454	Unknown		unmapped	
26	2	42760796_AB117374.1_389-523	CUST_30_PI426246026	11562	false		gi|42760796_AB117374.1_389-523	Unknown		unmapped	
27	2	222799455_EZ027843.1_48-1009	CUST_144_PI426266274	11398	false		gi|222799455_EZ027843.1_48-1009	Unknown		unmapped	
28	2	222546763_EZ002953.1_774-1532	CUST_89_PI426264540	11234	false		gi|222546763_EZ002953.1_774-1532	Unknown		unmapped	
29	2	222792472_EZ020860.1_219-899	CUST_160_PI426227893	11070	false		gi|222792472_EZ020860.1_219-899	Unknown		unmapped	
30	2	ETG02_36680	ETG02_36680	10906	pos	ETG02_36680		Unknown		Unknown	
31	2	222547206_EZ003119.1_23-241	CUST_14_PI426247733	10742	false		gi|222547206_EZ003119.1_23-241	Unknown		unmapped	
32	2	222546707_EZ002897.1_1363-1731	CUST_42_PI426266349	10578	false		gi|222546707_EZ002897.1_1363-1731	Unknown		unmapped	
33	2	222788924_EZ017356.1_815-949	CUST_1078_PI426227498	10414	false		gi|222788924_EZ017356.1_815-949	Unknown		unmapped	
34	2	222782973_EZ011643.1_57-401	CUST_4_PI426266366	10250	false		gi|222782973_EZ011643.1_57-401	Unknown		unmapped	
35	2	222787221_EZ015693.1_1178-1282	CUST_1012_PI426227498	10086	false		gi|222787221_EZ015693.1_1178-1282	Unknown		unmapped	
36	2	222781277_EZ009948.1_877-1257	CUST_33_PI426266317	9922	false		gi|222781277_EZ009948.1_877-1257	Unknown		unmapped	
37	2	222784328_EZ012986.1_110-877	CUST_731_PI426227498	9758	false		gi|222784328_EZ012986.1_110-877	Unknown		unmapped	
38	2	MGID_902_141_175	CUST_354_PI426266615	9594	false		MGID_902_141_175	Unknown		unmapped	
39	2	Ac_31_152_190	CUST_83_PI426266615	9430	false		Ac_31_152_190	Unknown		unmapped	
40	2	222783502_EZ012165.1_20-454	CUST_15_PI426227495	9266	false		gi|222783502_EZ012165.1_20-454	Unknown		unmapped	
41	2	209867521_EU785982.1_1-1134	CUST_5_PI426245463	9102	false		gi|209867521_EU785982.1_1-1134	Unknown		unmapped	
42	2	222785719_EZ014217.1_1146-1295	CUST_6_PI426245467	8938	false		gi|222785719_EZ014217.1_1146-1295	Unknown		unmapped	
43	2	222791261_EZ019649.1_38-1273	CUST_399_PI426227486	8774	false		gi|222791261_EZ019649.1_38-1273	Unknown		unmapped	
44	2	FN646414.1	CUST_268_PI426232937	8610	false		emb|FN646414.1|gi|306430542	Unknown		unmapped	
45	2	222784087_EZ012745.1_67-1629	CUST_261_PI426227486	8446	false		gi|222784087_EZ012745.1_67-1629	Unknown		unmapped	
46	2	AB048853_131_165	CUST_6_PI426266615	8282	false		AB048853_131_165	Unknown		unmapped	
47	2	222799676_EZ028064.1_99-898	CUST_155_PI426266317	8118	false		gi|222799676_EZ028064.1_99-898	Unknown		unmapped	
48	2	222795160_EZ023548.1_42-251	CUST_429_PI426227486	7954	false		gi|222795160_EZ023548.1_42-251	Unknown		unmapped	
49	2	222799841_EZ028229.1_704-841	CUST_204_PI426227893	7790	false		gi|222799841_EZ028229.1_704-841	Unknown		unmapped	
50	2	AJ884900.1	CUST_54_PI426232937	7626	false		emb|AJ884900.1|gi|87158060	Unknown		unmapped	
51	2	222785649_EZ014161.1_275-1151	CUST_930_PI426227498	7462	false		gi|222785649_EZ014161.1_275-1151	Unknown		unmapped	
52	2	222546036_EZ002226.1_831-941	CUST_5_PI426246029	7298	false		gi|222546036_EZ002226.1_831-941	Unknown		unmapped	
53	2	222781667_EZ010338.1_58-1246	CUST_120_PI426227486	7134	false		gi|222781667_EZ010338.1_58-1246	Unknown		unmapped	
54	2	222801996_EZ030384.1_31-2558	CUST_184_PI426266274	6970	false		gi|222801996_EZ030384.1_31-2558	Unknown		unmapped	
55	2	222784057_EZ012715.1_32-313	CUST_6_PI426244597	6806	false		gi|222784057_EZ012715.1_32-313	Unknown		unmapped	
56	2	222781761_EZ010432.1_1069-1458	CUST_3_PI426244593	6642	false		gi|222781761_EZ010432.1_1069-1458	Unknown		unmapped	
57	2	222783480_EZ012143.1_333-1063	CUST_192_PI426226825	6478	false		gi|222783480_EZ012143.1_333-1063	Unknown		unmapped	
58	2	222784240_EZ012898.1_1111-1290	CUST_32_PI426266363	6314	false		gi|222784240_EZ012898.1_1111-1290	Unknown		unmapped	
59	2	222783284_EZ011951.1_2824-2964	CUST_84_PI426227893	6150	false		gi|222783284_EZ011951.1_2824-2964	Unknown		unmapped	
60	2	288950308_GQ501379.1_22-456	CUST_273_PI426232940	5986	false		gi|288950308_GQ501379.1_22-456	Unknown		unmapped	
61	2	222782558_EZ011229.1_21-533	CUST_19_PI426265162	5822	false		gi|222782558_EZ011229.1_21-533	Unknown		unmapped	
62	2	222800233_EZ028621.1_56-220	CUST_73_PI426266311	5658	false		gi|222800233_EZ028621.1_56-220	Unknown		unmapped	
63	2	NegativeControl	(-)3xSLv1	5494	neg	(-)3xSLv1		Unknown		Unknown	
64	2	NA	NA	5330	ignore	NA		Unknown		Unknown	
65	2	AY149123.1	CUST_83_PI426232937	5166	false		gb|AY149123.1|gi|23986346	Unknown		unmapped	
66	2	222799841_EZ028229.1_395-514	CUST_201_PI426227893	5002	false		gi|222799841_EZ028229.1_395-514	Unknown		unmapped	
67	2	222795756_EZ024144.1_120-752	CUST_1202_PI426227498	4838	false		gi|222795756_EZ024144.1_120-752	Unknown		unmapped	
68	2	222549613_EZ005526.1_96-233	CUST_33_PI426266274	4674	false		gi|222549613_EZ005526.1_96-233	Unknown		unmapped	
69	2	288950275_GQ501346.1_22-447	CUST_196_PI426232940	4510	false		gi|288950275_GQ501346.1_22-447	Unknown		unmapped	
70	2	168989246_DQ483007.1_29-1035	CUST_38_PI426267032	4346	false		gi|168989246_DQ483007.1_29-1035	Unknown		unmapped	
71	2	222801530_EZ029918.1_46-1245	CUST_78_PI426227884	4182	false		gi|222801530_EZ029918.1_46-1245	Unknown		unmapped	
72	2	NA	NA	4018	ignore	NA		Unknown		Unknown	
73	2	AY996050.1	CUST_233_PI426232937	3854	false		gb|AY996050.1|gi|66731530	Unknown		unmapped	
74	2	222782717_EZ011388.1_20-424	CUST_169_PI426227486	3690	false		gi|222782717_EZ011388.1_20-424	Unknown		unmapped	
75	2	NA	NA	3526	ignore	NA		Unknown		Unknown	
76	2	222544482_EZ000672.1_465-578	CUST_3_PI426227498	3362	false		gi|222544482_EZ000672.1_465-578	Unknown		unmapped	
77	2	FN646415.1	CUST_271_PI426232937	3198	false		emb|FN646415.1|gi|306430544	Unknown		unmapped	
78	2	AJ884900.1	CUST_54_PI426232937	3034	false		emb|AJ884900.1|gi|87158060	Unknown		unmapped	
79	2	222798753_EZ027141.1_137-795	CUST_473_PI426227486	2870	false		gi|222798753_EZ027141.1_137-795	Unknown		unmapped	
80	2	U43532.1	CUST_329_PI426232937	2706	false		gb|U43532.1|gi|1171207	Unknown		unmapped	
81	2	222800253_EZ028641.1_101-1481	CUST_63_PI426266360	2542	false		gi|222800253_EZ028641.1_101-1481	Unknown		unmapped	
82	2	32454980_AY314973.1_63-1328	CUST_81_PI426232940	2378	false		gi|32454980_AY314973.1_63-1328	Unknown		unmapped	
83	2	222790529_EZ018917.1_97-1120	CUST_44_PI426266278	2214	false		gi|222790529_EZ018917.1_97-1120	Unknown		unmapped	
84	2	222799525_EZ027913.1_993-1520	CUST_102_PI426264540	2050	false		gi|222799525_EZ027913.1_993-1520	Unknown		unmapped	
85	2	222783092_EZ011761.1_118-318	CUST_201_PI426227486	1886	false		gi|222783092_EZ011761.1_118-318	Unknown		unmapped	
86	2	222784189_EZ012847.1_251-412	CUST_9_PI426266366	1722	false		gi|222784189_EZ012847.1_251-412	Unknown		unmapped	
87	2	Ac_11_135_169	CUST_29_PI426266615	1558	false		Ac_11_135_169	Unknown		unmapped	
88	2	NA	NA	1394	ignore	NA		Unknown		Unknown	
89	2	EZ030342.1	CUST_3_PI426247723	1230	false		gb|EZ030342.1|gi|222801954	Unknown		unmapped	
90	2	288950312_GQ501383.1_22-465	CUST_283_PI426232940	1066	false		gi|288950312_GQ501383.1_22-465	Unknown		unmapped	
91	2	222788530_EZ017002.1_857-1072	CUST_135_PI426266317	902	false		gi|222788530_EZ017002.1_857-1072	Unknown		unmapped	
92	2	NegativeControl	(-)3xSLv1	738	neg	(-)3xSLv1		Unknown		Unknown	
93	2	222546707_EZ002897.1_1739-2368	CUST_48_PI426266349	574	false		gi|222546707_EZ002897.1_1739-2368	Unknown		unmapped	
94	2	DarkCorner	DarkCorner	410	pos	DarkCorner		Unknown		Unknown	
95	2	DarkCorner	DarkCorner	246	pos	DarkCorner		Unknown		Unknown	
96	2	GE_BrightCorner	GE_BrightCorner	82	pos	GE_BrightCorner		Unknown		Unknown	
1	3	GE_BrightCorner	GE_BrightCorner	15743	pos	GE_BrightCorner		Unknown		Unknown	
2	3	GE_BrightCorner	GE_BrightCorner	15579	pos	GE_BrightCorner		Unknown		Unknown	
3	3	DarkCorner	DarkCorner	15415	pos	DarkCorner		Unknown		Unknown	
4	3	222801625_EZ030013.1_64-545	CUST_29_PI426247730	15251	false		gi|222801625_EZ030013.1_64-545	Unknown		unmapped	
5	3	303306195_HM147134.1_1511-1711	CUST_27_PI426232931	15087	false		gi|303306195_HM147134.1_1511-1711	Unknown		unmapped	
6	3	NA	NA	14923	ignore	NA		Unknown		Unknown	
7	3	222784943_EZ013577.1_4-1195	CUST_285_PI426227486	14759	false		gi|222784943_EZ013577.1_4-1195	Unknown		unmapped	
8	3	222799365_EZ027753.1_43-309	CUST_45_PI426246032	14595	false		gi|222799365_EZ027753.1_43-309	Unknown		unmapped	
9	3	222547658_EZ003571.1_45-221	CUST_24_PI426227486	14431	false		gi|222547658_EZ003571.1_45-221	Unknown		unmapped	
10	3	NA	NA	14267	ignore	NA		Unknown		Unknown	
11	3	222793775_EZ022163.1_175-1266	CUST_137_PI426226915	14103	false		gi|222793775_EZ022163.1_175-1266	Unknown		unmapped	
12	3	AB086183_1000_1034	CUST_8_PI426266615	13939	false		AB086183_1000_1034	Unknown		unmapped	
13	3	222781261_EZ009932.1_36-332	CUST_39_PI426227890	13775	false		gi|222781261_EZ009932.1_36-332	Unknown		unmapped	
14	3	222784098_EZ012756.1_161-715	CUST_262_PI426227486	13611	false		gi|222784098_EZ012756.1_161-715	Unknown		unmapped	
15	3	222783868_EZ012528.1_384-539	CUST_156_PI426264540	13447	false		gi|222783868_EZ012528.1_384-539	Unknown		unmapped	
16	3	222796418_EZ024806.1_205-606	CUST_67_PI426266311	13283	false		gi|222796418_EZ024806.1_205-606	Unknown		unmapped	
17	3	NA	NA	13119	ignore	NA		Unknown		Unknown	
18	3	222785330_EZ013964.1_239-427	CUST_32_PI426266366	12955	false		gi|222785330_EZ013964.1_239-427	Unknown		unmapped	
19	3	NA	NA	12791	ignore	NA		Unknown		Unknown	
20	3	222802228_EZ030616.1_44-575	CUST_493_PI426227486	12627	false		gi|222802228_EZ030616.1_44-575	Unknown		unmapped	
21	3	222778926_EZ007597.1_1-1215	CUST_328_PI426227498	12463	false		gi|222778926_EZ007597.1_1-1215	Unknown		unmapped	
22	3	205321387_AB441331.1_19-267	CUST_81_PI426246026	12299	false		gi|205321387_AB441331.1_19-267	Unknown		unmapped	
23	3	222545056_EZ001246.1_1245-1463	CUST_48_PI426227498	12135	false		gi|222545056_EZ001246.1_1245-1463	Unknown		unmapped	
24	3	222782602_EZ011273.1_1449-1559	CUST_174_PI426246026	11971	false		gi|222782602_EZ011273.1_1449-1559	Unknown		unmapped	
25	3	222781277_EZ009948.1_333-1052	CUST_23_PI426266317	11807	false		gi|222781277_EZ009948.1_333-1052	Unknown		unmapped	
26	3	222785709_EZ014207.1_94-555	CUST_69_PI426245467	11643	false		gi|222785709_EZ014207.1_94-555	Unknown		unmapped	
27	3	222801966_EZ030354.1_34-321	CUST_45_PI426264540	11479	false		gi|222801966_EZ030354.1_34-321	Unknown		unmapped	
28	3	222789249_EZ017681.1_596-1108	CUST_1090_PI426227498	11315	false		gi|222789249_EZ017681.1_596-1108	Unknown		unmapped	
29	3	222781256_EZ009927.1_22-1405	CUST_416_PI426227498	11151	false		gi|222781256_EZ009927.1_22-1405	Unknown		unmapped	
30	3	222791089_EZ019477.1_656-982	CUST_1138_PI426227498	10987	false		gi|222791089_EZ019477.1_656-982	Unknown		unmapped	
31	3	NA	NA	10823	ignore	NA		Unknown		Unknown	
32	3	SedC(C9)_1_17_51	CUST_375_PI426266615	10659	false		SedC(C9)_1_17_51	Unknown		unmapped	
33	3	222781749_EZ010420.1_19-1094	CUST_124_PI426227486	10495	false		gi|222781749_EZ010420.1_19-1094	Unknown		unmapped	
34	3	222790003_EZ018435.1_3-997	CUST_386_PI426227486	10331	false		gi|222790003_EZ018435.1_3-997	Unknown		unmapped	
35	3	NA	NA	10167	ignore	NA		Unknown		Unknown	
36	3	222789249_EZ017681.1_298-729	CUST_1084_PI426227498	10003	false		gi|222789249_EZ017681.1_298-729	Unknown		unmapped	
37	3	PU_cope(17B)_133_167	CUST_364_PI426266615	9839	false		PU_cope(17B)_133_167	Unknown		unmapped	
38	3	NegativeControl	(-)3xSLv1	9675	neg	(-)3xSLv1		Unknown		Unknown	
39	3	NA	NA	9511	ignore	NA		Unknown		Unknown	
40	3	222794007_EZ022395.1_1311-1703	CUST_25_PI426226978	9347	false		gi|222794007_EZ022395.1_1311-1703	Unknown		unmapped	
41	3	L11067_2837_2871	CUST_262_PI426266615	9183	false		L11067_2837_2871	Unknown		unmapped	
42	3	NA	NA	9019	ignore	NA		Unknown		Unknown	
